target_critical_mission_phases , target_critical_commands ,target_critical_events , onboard_checking , reduce_flight_complexity ,test_fly_prototypes , enhance_safing , certification , increase_vv ,reduce_onboard_autonomy , reuse_across_missions ,increase_developer_capabilities , increase_developer_tool_use ,implement_optional_functions_after_launch, reduce_vv_cost ,increase_vv_speed , increase_vv_capabilities,score,safetyU,devTimeU,devCostU,lifeCostU,capabilityU,score
n,,n,n,n,n,n,n,y,n,n,n,y,n,y,n,n,n,10,3,1,5,2,9000
n,,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,7,3,3,5,1,5000
n,,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,y,9,3,2,5,3,6000
n,,n,n,n,n,n,n,n,y,y,n,n,y,n,n,n,n,1,2,2,5,3,-1000
n,,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,y,10,3,3,4,2,6000
y,,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,7,2,3,5,1,6000
y,,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,7,2,1,2,1,5000
n,,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,y,4,3,1,4,3,1000
n,,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,1,2,1,5,3,0
y,,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,5,3,1,2,1,2000
y,,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,10,2,3,5,3,7000
n,,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,5,3,3,2,1,0
n,,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,3,3,1,4,2,1000
n,,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,6,1,1,2,3,3000
n,,n,n,y,n,n,n,n,n,n,n,n,y,n,y,n,n,10,1,2,2,1,8000
n,,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,2,1,3,5,1,2000
n,,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,7,3,3,4,3,2000
n,,y,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,7,3,2,5,2,5000
n,,y,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,7,1,2,2,1,5000
n,,n,n,n,n,n,n,n,n,n,y,y,n,y,n,n,n,6,3,2,3,1,3000
n,,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,7,2,1,2,2,4000
y,,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,3,3,1,3,2,0
y,,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,10,2,2,3,2,7000
n,,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,5,1,1,2,2,3000
n,,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,n,4,2,2,4,1,3000
y,,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,10,1,1,4,2,10000
n,,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,5,2,2,3,1,3000
y,,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,10,3,2,3,1,7000
y,,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,1,2,2,5,2,0
n,,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,1,1,3,2,1,-2000
n,,n,n,n,n,n,y,n,n,y,n,n,n,n,n,y,n,9,2,3,3,3,4000
n,,n,n,y,n,n,n,n,n,n,n,n,y,n,y,n,n,6,1,2,3,2,4000
n,,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,8,2,2,4,1,7000
y,,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,5,3,3,3,2,0
n,,n,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,6,2,3,4,3,2000
y,,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,8,1,1,3,1,8000
n,,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,9,3,1,3,2,6000
n,,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,8,3,2,4,3,4000
n,,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,7,1,1,2,2,5000
n,,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,3,2,2,5,3,1000
n,,n,n,n,y,y,n,n,n,n,n,n,n,n,n,y,n,2,2,2,2,2,-2000
n,,n,n,n,n,n,n,n,y,n,n,y,n,y,n,n,n,2,2,2,3,3,-2000
n,,n,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,7,3,3,4,3,2000
n,,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,8,3,3,4,1,5000
n,,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,4,2,1,4,3,2000
n,,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,8,1,3,5,3,6000
n,,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,8,1,3,3,2,5000
n,,n,y,n,n,n,n,n,n,y,n,n,y,n,n,n,n,7,3,1,3,3,3000
y,,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,10,1,1,5,1,12000
n,,y,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,7,1,3,5,3,5000
n,,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,y,8,2,2,3,2,5000
y,,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,6,1,2,5,2,6000
n,,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,y,5,3,2,3,1,2000
n,,y,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,4,2,2,4,1,3000
n,,n,y,n,n,n,n,y,n,n,n,n,n,y,n,n,n,5,3,1,5,2,4000
y,,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,5,2,3,5,1,4000
n,,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,4,3,2,3,2,0
n,,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,2,3,1,3,3,-2000
n,,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,8,2,2,3,3,4000
n,,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,4,3,2,3,2,0
y,,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,9,3,1,3,1,7000
n,,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,6,1,1,5,1,8000
n,,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,4,3,3,3,1,0
y,,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,8,2,3,3,2,4000
n,,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,4,1,1,5,2,5000
y,,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,10,2,2,2,3,5000
n,,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,6,3,2,4,3,2000
n,,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,1,3,1,5,2,0
n,,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,3,1,1,2,1,2000
n,,n,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,7,2,2,3,1,5000
n,,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,8,1,2,4,3,6000
y,,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,2,3,3,4,2,-2000
n,,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,8,2,3,5,3,5000
n,,y,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,8,3,1,2,1,5000
y,,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,7,2,3,5,3,4000
y,,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,7,3,2,2,1,3000
n,,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,4,3,3,3,2,-1000
n,,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,9,2,3,4,1,7000
n,,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,4,1,3,4,2,2000
y,,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,9,3,1,2,1,6000
n,,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,7,2,1,2,2,4000
n,,n,n,n,y,n,n,n,y,n,y,n,n,n,n,n,n,5,1,2,3,1,4000
n,,n,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,7,2,2,5,3,5000
y,,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,2,3,2,4,1,0
n,,y,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,3,3,3,5,3,-1000
n,,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,y,8,2,2,5,3,6000
n,,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,y,8,1,3,2,1,5000
n,,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n,1,1,3,2,1,-2000
y,,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,4,1,3,5,3,2000
n,,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,9,1,3,3,3,5000
n,,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,7,2,3,4,1,5000
n,,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,5,3,2,4,3,1000
n,,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,7,2,1,2,1,5000
y,,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,5,1,1,3,2,4000
y,,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,9,3,2,5,1,8000
n,,n,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,4,1,2,3,2,2000
n,,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,2,3,1,5,1,2000
n,,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,y,8,1,1,2,2,6000
n,,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,9,3,1,3,1,7000
n,,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,4,2,1,4,1,4000
n,,n,n,n,n,n,y,n,n,n,n,n,y,n,n,y,n,3,2,1,5,1,4000
n,,n,n,n,n,n,y,y,n,n,n,n,y,n,n,n,n,6,1,3,3,3,2000
n,,n,n,n,n,n,n,y,n,n,n,y,n,n,y,n,n,5,2,3,4,1,3000
n,,n,n,y,n,n,n,n,y,y,n,n,n,n,n,n,n,2,1,3,3,1,0
n,,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,7,1,1,3,1,7000
n,,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,9,1,2,3,2,7000
n,,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,10,1,2,5,1,11000
y,,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,9,2,1,4,1,9000
n,,n,n,n,n,n,n,y,n,n,y,n,n,n,y,n,n,2,2,1,2,1,0
n,,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,8,2,3,4,1,6000
n,,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,10,3,1,4,3,7000
y,,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,4,1,2,2,2,1000
n,,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,8,3,3,3,2,3000
n,,n,n,n,y,n,n,n,n,n,y,n,n,n,y,n,n,2,2,3,3,3,-3000
n,,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,y,10,2,3,2,2,5000
n,,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,4,3,1,2,3,-1000
n,,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,y,1,2,1,5,2,1000
y,,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,2,2,1,3,2,0
n,,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,10,2,1,5,1,11000
n,,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,6,2,1,3,3,3000
y,,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,10,3,1,2,2,6000
n,,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,n,10,3,1,5,1,10000
n,,n,n,n,y,n,n,n,y,n,n,n,n,n,n,y,n,5,2,3,4,1,3000
n,,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,7,1,2,4,1,7000
n,,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,y,10,3,3,5,3,6000
n,,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,1,3,3,2,1,-4000
n,,n,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,6,2,3,5,3,3000
y,,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,10,3,1,4,3,7000
n,,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,10,2,1,4,1,10000
n,,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,8,3,1,5,1,8000
n,,y,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,4,2,1,2,3,0
n,,n,n,n,n,n,n,n,y,n,n,y,n,n,n,y,n,4,3,3,4,1,1000
n,,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,y,3,1,1,2,2,1000
n,,n,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,7,2,3,5,2,5000
n,,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,y,7,3,3,4,1,4000
n,,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,y,4,2,1,2,3,0
n,,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,6,1,2,5,2,6000
n,,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,1,1,3,5,2,0
y,,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,8,1,1,2,3,5000
n,,n,n,y,n,n,n,n,n,n,n,n,y,n,y,n,n,2,1,2,2,2,-1000
n,,n,n,n,n,y,n,n,y,n,n,y,n,n,n,n,n,5,2,2,2,2,1000
n,,n,n,n,n,n,n,n,y,n,y,n,n,n,n,y,n,8,3,1,4,1,7000
n,,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,y,1,3,2,5,3,-2000
n,,y,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,4,3,2,4,2,1000
n,,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,2,1,3,5,1,2000
n,,n,n,y,n,n,n,y,y,n,n,n,n,n,n,n,n,6,3,2,4,3,2000
n,,y,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,3,3,1,2,3,-2000
n,,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,4,1,1,3,3,2000
n,,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,6,3,2,5,1,5000
n,,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,1,3,3,4,3,-4000
n,,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,1,3,1,3,1,-1000
y,,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,1,1,1,4,3,0
n,,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,1,3,1,5,2,0
y,,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,8,3,2,4,1,6000
n,,n,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,1,1,1,4,1,2000
n,,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,5,1,1,3,3,3000
n,,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,1,2,2,2,3,-4000
y,,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,5,1,1,5,1,7000
y,,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,7,2,1,2,1,5000
n,,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,2,1,3,2,2,-2000
n,,n,n,y,y,n,n,n,n,n,n,n,n,n,y,n,n,7,2,1,4,2,6000
n,,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,9,3,3,2,3,2000
n,,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,10,3,1,4,3,7000
n,,y,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,3,3,3,5,3,-1000
y,,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,3,3,3,5,2,0
n,,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,n,8,1,3,2,3,3000
n,,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,y,8,1,1,2,2,6000
n,,n,n,n,n,n,n,y,y,n,n,n,n,n,y,n,n,6,3,3,5,2,3000
n,,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,8,2,3,2,1,4000
n,,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,8,1,1,2,3,5000
n,,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,3,1,1,3,1,3000
y,,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,8,2,3,3,2,4000
n,,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,9,1,3,3,1,7000
n,,n,y,n,n,n,n,n,y,n,n,n,n,n,n,y,n,9,3,1,4,3,6000
n,,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,7,2,1,3,2,5000
y,,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,8,3,2,3,3,3000
n,,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,6,1,2,5,2,6000
n,,n,n,y,n,n,n,n,n,y,n,n,y,n,n,n,n,10,2,2,4,1,9000
n,,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,3,1,2,2,1,1000
n,,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,4,1,2,5,1,5000
n,,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,2,1,2,5,1,3000
y,,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,10,3,1,5,1,10000
n,,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,5,3,1,3,2,2000
n,,y,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,9,2,2,3,3,5000
n,,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,4,3,2,4,3,0
n,,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,5,2,1,4,1,5000
n,,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,y,5,1,3,3,2,2000
n,,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,4,2,2,4,1,3000
n,,n,n,n,n,n,n,n,y,n,n,n,n,n,y,y,n,9,1,3,5,3,7000
n,,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,1,2,2,3,1,-1000
y,,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,2,2,1,4,1,2000
n,,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,y,2,3,1,2,2,-2000
n,,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,6,2,3,4,1,4000
y,,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,4,2,1,4,3,2000
y,,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,6,1,2,4,3,4000
n,,n,y,n,n,n,n,y,n,n,n,n,n,n,y,n,n,7,2,1,3,1,6000
n,,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,7,1,2,5,1,8000
y,,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,2,1,3,4,2,0
n,,n,n,n,n,n,n,n,y,n,n,y,n,y,n,n,n,4,2,1,2,3,0
n,,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,7,2,3,2,3,1000
n,,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,1,3,2,5,1,0
y,,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,3,2,1,5,1,4000
n,,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,8,2,2,5,2,7000
n,,n,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,3,3,3,3,2,-2000
n,,n,n,n,y,n,n,n,y,y,n,n,n,n,n,n,n,3,2,3,4,3,-1000
n,,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,6,1,2,5,3,5000
n,,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,6,3,2,5,1,5000
n,,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,5,3,3,4,2,1000
n,,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,4,1,3,2,2,0
n,,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,9,1,2,4,1,9000
n,,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,2,2,3,2,3,-4000
y,,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,6,1,3,4,2,4000
y,,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,4,1,3,2,3,-1000
n,,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,n,10,1,1,2,1,9000
y,,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,5,2,3,3,1,2000
n,,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,9,3,1,3,3,5000
n,,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,y,10,1,2,3,1,9000
n,,n,n,n,n,n,y,n,n,n,y,n,n,n,n,y,n,7,2,3,4,3,3000
n,,y,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,3,1,1,2,2,1000
y,,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,3,2,3,3,2,-1000
n,,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,10,3,1,3,2,7000
y,,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,3,1,1,2,2,1000
n,,n,n,n,n,n,n,y,y,n,n,y,n,n,n,n,n,10,3,2,5,2,8000
n,,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,y,10,2,1,5,3,9000
n,,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,9,2,3,5,3,6000
n,,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,y,2,1,3,2,3,-3000
n,,n,n,n,n,n,n,n,y,n,y,n,n,n,n,y,n,3,2,2,2,1,0
n,,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,3,2,3,5,3,0
n,,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,6,2,3,2,2,1000
n,,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,4,1,1,3,3,2000
n,,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,y,5,2,3,3,1,2000
n,,n,n,n,n,y,y,n,n,n,n,y,n,n,n,n,n,8,2,2,4,2,6000
n,,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,2,1,1,5,1,4000
n,,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,2,3,3,4,3,-3000
n,,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,1,2,2,2,3,-4000
n,,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,8,3,3,4,3,3000
n,,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,4,3,2,4,3,0
y,,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,10,1,3,2,1,7000
n,,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,9,1,2,4,3,7000
n,,n,n,n,y,y,n,n,n,n,y,n,n,n,n,n,n,7,3,2,4,2,4000
n,,n,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,3,2,3,4,3,-1000
n,,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,1,3,2,4,2,-2000
n,,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,9,3,1,3,1,7000
y,,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,7,2,2,3,3,3000
n,,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,5,2,1,5,3,4000
n,,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,3,3,2,5,1,2000
y,,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,2,2,3,4,2,-1000
n,,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,7,2,3,4,1,5000
n,,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,3,2,3,3,1,0
n,,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,8,3,3,4,2,4000
y,,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,7,3,3,5,3,3000
n,,n,n,n,n,n,n,n,n,y,y,y,n,n,n,n,n,2,3,2,2,3,-4000
n,,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,n,10,2,3,5,2,8000
n,,n,n,n,n,n,n,n,n,y,y,n,y,n,n,n,n,9,3,2,2,2,4000
n,,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,10,3,2,3,3,5000
n,,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,10,1,3,4,1,9000
y,,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,3,3,2,3,2,-1000
n,,n,n,y,n,n,n,n,n,n,y,n,y,n,n,n,n,7,3,2,3,1,4000
n,,n,n,y,y,n,n,n,n,y,n,n,n,n,n,n,n,4,2,1,5,3,3000
n,,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,y,10,2,2,3,3,6000
n,,n,n,n,y,n,n,n,n,y,n,n,n,n,y,n,n,7,3,2,4,1,5000
y,,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,2,3,1,5,1,2000
n,,y,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,1,3,2,2,3,-5000
n,,n,n,y,n,n,n,n,n,y,y,n,n,n,n,n,n,3,1,2,3,1,2000
n,,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,5,3,2,2,1,1000
n,,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,y,4,3,2,5,2,2000
n,,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,7,2,3,5,3,4000
n,,n,n,n,n,n,n,n,n,n,y,n,n,n,y,y,n,2,3,3,5,3,-2000
n,,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,8,3,3,5,3,4000
n,,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,8,3,2,5,1,7000
n,,y,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,10,2,2,4,2,8000
y,,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,3,3,2,2,3,-3000
n,,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,3,2,1,4,2,2000
n,,n,n,n,n,n,n,y,n,n,n,y,n,y,n,n,n,4,3,1,2,1,1000
y,,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,9,1,2,3,2,7000
n,,y,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,5,1,2,4,2,4000
y,,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,3,3,1,2,2,-1000
n,,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,8,3,3,3,3,2000
n,,n,n,y,n,n,n,n,y,y,n,n,n,n,n,n,n,8,1,1,3,2,7000
n,,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,3,1,3,4,2,1000
n,,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,y,3,1,1,4,3,2000
n,,n,n,n,n,n,n,y,n,n,n,y,n,n,y,n,n,8,3,3,4,1,5000
n,,y,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,6,1,2,5,2,6000
n,,n,n,y,y,n,n,n,n,n,n,n,n,n,y,n,n,9,1,2,5,2,9000
n,,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,4,3,3,2,3,-3000
n,,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,10,2,1,4,1,10000
n,,n,y,n,y,n,n,n,n,n,n,n,n,n,n,y,n,3,3,2,4,2,0
